Symbol,Name,CEO,YR,SALARY
PATK,"Patrick Industries, Inc.",Todd Cleveland,2018,6859806
FFIV,"F5 Networks, Inc.",Francois Locoh-Donou,2018,6857047
JBHT,"J.B. Hunt Transport Services, Inc.",John Roberts,2018,6846236
EOLS,"Evolus, Inc.",Murthy Simhambhatla,2018,6835284
VRTV,Veritiv Corp.,Mary Laschinger,2018,6832009
PAG,"Penske Automotive Group, Inc.",Roger Penske,2018,6824351
IDXX,"IDEXX Laboratories, Inc.",Jonathan Ayers,2018,6819950
EAT,"Brinker International, Inc.",Wyman Roberts,2018,6818729
EVRG,"Evergy, Inc.",Terry Bassham,2018,6818344
SON,Sonoco Products Co.,Robert Tiede,2018,6811241
HELE,Helen of Troy Ltd.,Julien Mininberg,2018,6807095
QEP,"QEP Resources, Inc.",Charles Stanley,2018,6798430
AOS,A. O. Smith Corp.,Ajita Rajendra,2018,6790412
B,"Barnes Group, Inc.",Patrick Dempsey,2018,6789894
XRX,Xerox Corp.,Jeffrey Jacobson,2018,6788597
SEAS,"SeaWorld Entertainment, Inc.",Joel Manby,2018,6781847
TMHC,Taylor Morrison Home Corp.,Sheryl Palmer,2018,6775636
CBT,Cabot Corp.,Sean Keohane,2018,6775442
FSCT,"ForeScout Technologies, Inc.",Michael DeCesare,2018,6775083
AERI,"Aerie Pharmaceuticals, Inc.",Vicente Anido Jr.,2018,6774726
RXN,Rexnord Corp.,Todd Adams,2019,6773334
LITE,"Lumentum Holdings, Inc.",Alan Lowe,2018,6768186
FTNT,"Fortinet, Inc.",Ken Xie,2018,6761686
HEI,HEICO Corp.,Laurans Mendelson,2018,6753991
SJM,The J. M. Smucker Co.,Mark Smucker,2018,6745939
PAYX,"Paychex, Inc.",Martin Mucci,2018,6736164
ENR,"Energizer Holdings, Inc.",Alan Hoskins,2018,6735235
PRO,"PROS Holdings, Inc.",Andres Reiner,2018,6734833
NMIH,"NMI Holdings, Inc.",Bradley Shuster,2018,6706568
EPAY,"Bottomline Technologies, Inc.",Robert Eberle,2018,6703447
ESNT,Essent Group Ltd.,Mark Casale,2018,6702015
RGA,"Reinsurance Group of America, Inc.",Anna Manning,2018,6700422
CIM,Chimera Investment Corp.,Matthew Lambiase,2018,6691295
SPN,"Superior Energy Services, Inc.",David Dunlap,2018,6687587
PLXS,Plexus Corp.,Todd Kelsey,2018,6673723
ALB,Albemarle Corp.,Luther Kissam,2018,6666394
FDP,"Fresh Del Monte Produce, Inc.",Mohammad Abu-Ghazaleh,2018,6666332
ZGNX,"Zogenix, Inc.",Stephen Farr,2018,6650252
HLI,"Houlihan Lokey, Inc.",Scott Beiser,2018,6626480
AGN,Allergan Plc,Brenton Saunders,2018,6624473
SVMK,"SVMK, Inc.",Alexander Lurie,2018,6610430
KEM,KEMET Corp.,Per-Olof Loof,2018,6610290
TWLO,"Twilio, Inc.",Jeff Lawson,2018,6597956
GNC,"GNC Holdings, Inc.",Kenneth Martindale,2018,6594147
TDS,"Telephone & Data Systems, Inc.",LeRoy Carlson Jr.,2018,6576397
MATW,Matthews International Corp.,Joseph Bartolacci,2018,6564838
UAA,"Under Armour, Inc.",Kevin Plank,2018,6556629
CSOD,"Cornerstone OnDemand, Inc.",Adam Miller,2018,6554601
GGG,"Graco, Inc.",Patrick McHale,2018,6554317
APAM,"Artisan Partners Asset Management, Inc.",Eric Colson,2018,6549750
FEYE,"FireEye, Inc.",Kevin Mandia,2018,6544668
GRA,W.R. Grace & Co.,Alfred Festa,2018,6543275
CSGS,"CSG Systems International, Inc.",Bret Griess,2018,6536382
CR,Crane Co.,Max Mitchell,2018,6531121
LNT,Alliant Energy Corp.,Patricia Kampling,2018,6520709
OPB,Opus Bank,Stephen Gordon,2018,6508330
ACAD,"ACADIA Pharmaceuticals, Inc.",Stephen Davis,2018,6508032
PINC,"Premier, Inc. (North Carolina)",Susan DeVore,2018,6505819
CENX,Century Aluminum Co.,Michael Bless,2018,6491022
HSIC,"Henry Schein, Inc.",Stanley Bergman,2018,6481739
QUAD,"Quad/Graphics, Inc.",J. Quadracci,2018,6459795
QUOT,"Quotient Technology, Inc.",Mir Aamir,2018,6458920
EEFT,"Euronet Worldwide, Inc.",Michael Brown,2018,6455198
AVNS,"Avanos Medical, Inc.",Joseph Woody,2018,6449263
SCS,"Steelcase, Inc.",James Keane,2019,6439373
LRN,"K12, Inc.",Nathaniel Davis,2018,6435889
ISRG,"Intuitive Surgical, Inc.",Gary Guthart,2018,6423078
OUT,"OUTFRONT Media, Inc.",Jeremy Male,2018,6417229
COO,"The Cooper Cos., Inc.",Robert Weiss,2018,6397266
EHC,Encompass Health Corp.,Mark Tarr,2018,6388227
S,Sprint Corp.,Marcelo Claure,2018,6383918
AIR,AAR Corp.,David Storch,2018,6382628
WTI,"W&T Offshore, Inc.",Tracy Krohn,2018,6379347
WMGI,Wright Medical Group NV,Robert Palmisano,2018,6376447
RCKT,"Rocket Pharmaceuticals, Inc.",Gaurav Shah,2018,6375752
OZK,Bank OZK,George Gleason,2018,6372351
EVBG,"Everbridge, Inc.",Jaime Ellertson,2018,6365300
KOS,Kosmos Energy Ltd.,Andrew Inglis,2018,6361722
HRL,Hormel Foods Corp.,James Snee,2018,6353255
HXL,Hexcel Corp.,Nick Stanage,2018,6346562
OLN,Olin Corp.,John Fischer,2018,6340343
BDC,"Belden, Inc.",John Stroup,2018,6335887
OMCL,"Omnicell, Inc.",Randall Lipps,2018,6335581
AZPN,"Aspen Technology, Inc.",Antonio Pietri,2018,6325453
IAC,IAC/InterActiveCorp.,Joseph Levin,2018,6315554
CORT,"Corcept Therapeutics, Inc.",Joseph Belanoff,2018,6314617
LGND,"Ligand Pharmaceuticals, Inc.",John Higgins,2018,6306803
PCTY,Paylocity Holding Corp.,Steven Beauchamp,2018,6290454
IMAX,IMAX Corp.,Richard Gelfond,2018,6286123
ARVN,"Arvinas, Inc.",John Houston,2018,6279556
UDR,"UDR, Inc.",Thomas Toomey,2018,6278476
CLVS,"Clovis Oncology, Inc.",Patrick Mahaffy,2018,6267458
CAKE,"Cheesecake Factory, Inc.",David Overton,2018,6267151
EQC,Equity Commonwealth,David Helfand,2018,6260516
TCF,TCF Financial Corp.,Craig Dahl,2018,6258631
AYR,Aircastle Ltd.,Michael Inglese,2018,6254479
ETFC,E*TRADE Financial Corp.,Karl Roessner,2018,6253098
WTM,White Mountains Insurance Group Ltd.,Manning Rountree,2018,6247593
PACW,PacWest Bancorp,Matthew Wagner,2018,6238560
MRC,"MRC Global, Inc.",Andrew Lane,2018,6235599
CBRL,"Cracker Barrel Old Country Store, Inc.",Sandra Cochran,2018,6234602
CVLT,"Commvault Systems, Inc.",N. Hammer,2018,6234464
LNN,Lindsay Corp.,Timothy Hassinger,2018,6231073
ELY,Callaway Golf Co.,Oliver Brewer,2018,6229556
IDTI,"Integrated Device Technology, Inc.",Gregory Waters,2018,6223079
INGR,"Ingredion, Inc.",James Zallie,2018,6222548
TNET,"TriNet Group, Inc.",Burton Goldfield,2018,6218976
GT,Goodyear Tire & Rubber Co.,Richard Kramer,2018,6213100
AMBC,"Ambac Financial Group, Inc.",Claude LeBlanc,2018,6203007
STFC,State Auto Financial Corp.,Michael LaRocco,2018,6191934
SLM,SLM Corp.,Raymond Quinlan,2018,6187641
PKOH,Park-Ohio Holdings Corp.,Edward Crawford,2018,6184723
SMTC,Semtech Corp.,Mohan Maheswaran,2019,6170479
PBYI,"Puma Biotechnology, Inc.",Alan Auerbach,2018,6152550
BZH,"Beazer Homes USA, Inc.",Allan Merrill,2018,6152170
DIOD,"Diodes, Inc.",Keh-Shew Lu,2018,6145090
FCN,"FTI Consulting, Inc.",Steven Gunby,2018,6144794
NYT,The New York Times Co.,Mark Thompson,2018,6138483
KAR,"KAR Auction Services, Inc.",Jim Hallett,2018,6138226
ATRA,"Atara Biotherapeutics, Inc.",Isaac Ciechanover,2018,6132757
POL,PolyOne Corp.,Robert Patterson,2018,6127920
TFX,"Teleflex, Inc.",Liam Kelly,2018,6108486
RUTH,"Ruth's Hospitality Group, Inc.",Cheryl Henry,2018,6105629
HLF,Herbalife Nutrition Ltd.,Richard Goudis,2018,6102325
WWD,"Woodward, Inc.",Thomas Gendron,2018,6101564
PRSC,Providence Service Corp.,R. Pate,2018,6098446
ASPS,Altisource Portfolio Solutions SA,William Shepro,2018,6096155
AINC,"Ashford, Inc.",Monty Bennett,2018,6094056
SRCI,"SRC Energy, Inc.",Lynn Peterson,2018,6088915
SLAB,"Silicon Laboratories, Inc.",G. Tuttle,2018,6077879
DECK,Deckers Outdoor Corp.,David Powers,2018,6069497
AMRX,"Amneal Pharmaceuticals, Inc.",Paul Bisaro,2018,6066024
NUS,"Nu Skin Enterprises, Inc.",Ritch Wood,2018,6065610
CJ,"C&J Energy Services, Inc.",Donald Gawick,2018,6062073
BCOR,"Blucora, Inc.",John Clendening,2018,6041902
LC,LendingClub Corp.,Scott Sanborn,2018,6025002
ABM,"ABM Industries, Inc.",Scott Salmirs,2018,6022643
GTLS,"Chart Industries, Inc.",William Johnson,2018,6019871
PNR,Pentair Plc,John Stauch,2018,6014401
STAR,"iStar, Inc.",Jay Sugarman,2018,6011793
TTEK,"Tetra Tech, Inc.",Dan Batrack,2018,5997319
LCII,"LCI Industries, Inc.",Jason Lippert,2018,5992695
HRTX,"Heron Therapeutics, Inc.",Barry Quart,2018,5991297
EGBN,"Eagle Bancorp, Inc. (Maryland)",Ronald Paul,2018,5990397
DNLI,"Denali Therapeutics, Inc.",Ryan Watts,2018,5983923
SLDB,"Solid Biosciences, Inc.",Ilan Ganot,2018,5983770
STE,STERIS Plc (Ireland),Walter Rosebrough Jr.,2019,5982890
SVU,"SUPERVALU, Inc.",Mark Gross,2018,5966168
ICUI,"ICU Medical, Inc.",Vivek Jain,2018,5962408
FNB,F.N.B. Corp. (Pennsylvania),Vincent Delie,2018,5961689
ACIW,"ACI Worldwide, Inc.",Philip Heasley,2018,5956791
AROC,"Archrock, Inc.",D. Childers,2018,5949212
INSM,"Insmed, Inc.",William Lewis,2018,5943159
MUSA,"Murphy USA, Inc.",R. Clyde,2018,5938171
DCI,"Donaldson Co., Inc.",Tod Carpenter,2018,5937953
CWT,California Water Service Group,Martin Kropelnicki,2018,5903323
KOD,"Kodiak Sciences, Inc.",Victor Perlroth,2018,5896743
NGHC,National General Holdings Corp.,Barry Karfunkel,2018,5892270
OFIX,"Orthofix Medical, Inc.",Bradley Mason,2018,5891448
GNRC,"Generac Holdings, Inc.",Aaron Jagdfeld,2018,5883719
WMK,"Weis Markets, Inc.",Jonathan Weis,2018,5876245
AMPH,"Amphastar Pharmaceuticals, Inc.",Jack Zhang,2018,5874707
SNV,Synovus Financial Corp.,Kessel Stelling,2018,5868210
WTS,"Watts Water Technologies, Inc.",Robert Pagano,2018,5854532
BCEI,"Bonanza Creek Energy, Inc.",Eric Greager,2018,5847988
DAR,"Darling Ingredients, Inc.",Randall Stuewe,2018,5846278
UPLD,"Upland Software, Inc.",John McDonald,2018,5837169
PCRX,"Pacira Biosciences, Inc.",David Stack,2018,5835918
RRD,R.R. Donnelley & Sons Co.,Daniel Knotts,2018,5822882
JCP,"J. C. Penney Co., Inc.",Marvin Ellison,2019,5813375
BKS,"Barnes & Noble, Inc.",Demos Parneros,2018,5809790
LW,"Lamb Weston Holdings, Inc.",Thomas Werner,2018,5805404
HLX,"Helix Energy Solutions Group, Inc.",Owen Kratz,2018,5804792
HALO,"Halozyme Therapeutics, Inc.",Helen Torley,2018,5799669
FUL,H.B. Fuller Co.,James Owens,2018,5792948
GATX,GATX Corp.,Brian Kenney,2018,5792282
NI,"NiSource, Inc.",Joseph Hamrock,2018,5778515
PFSI,"PennyMac Financial Services, Inc.",David Spector,2018,5777619
BNED,"Barnes & Noble Education, Inc.",Michael Huseby,2018,5775343
VHI,"Valhi, Inc.",Robert Graham,2018,5770000
PTLA,"Portola Pharmaceuticals, Inc.",J. Garland,2018,5769031
CHH,"Choice Hotels International, Inc.",Patrick Pacious,2018,5756856
EXTN,Exterran Corp.,Andrew Way,2018,5756000
EFII,"Electronics For Imaging, Inc.",Guy Gecht,2018,5752432
ST,Sensata Technologies Holding Plc,Martha Sullivan,2018,5751560
KIM,Kimco Realty Corp.,Conor Flynn,2018,5743899
HSC,Harsco Corp.,F. Grasberger,2018,5737547
NCMI,"National CineMedia, Inc.",Andrew England,2018,5736417
DO,"Diamond Offshore Drilling, Inc.",Marc Edwards,2018,5732083
ENSG,"The Ensign Group, Inc.",Christopher Christensen,2018,5729859
DNR,"Denbury Resources, Inc.",Christian Kendall,2018,5729582
EQIX,"Equinix, Inc.",Peter Van Camp,2018,5726629
NXEO,"Nexeo Solutions, Inc.",David Bradley,2018,5726564
HE,"Hawaiian Electric Industries, Inc.",Constance Lau,2018,5725431
L,Loews Corp.,James Tisch,2018,5714569
ENVA,"Enova International, Inc.",David Fisher,2018,5709683
AGR,"Avangrid, Inc.",James Torgerson,2018,5709436
COR,CoreSite Realty Corp.,Paul Szurek,2018,5707523
CRZO,"Carrizo Oil & Gas, Inc.",S. Johnson IV,2018,5705742
GDI,"Gardner Denver Holdings, Inc.",Vicente Reynal,2018,5705348
PBCT,"People's United Financial, Inc.",John Barnes,2018,5700285
OGE,OGE Energy Corp.,Sean Trauschke,2018,5694937
GTN,"Gray Television, Inc.",Hilton Howell Jr.,2018,5692105
MODN,"Model N, Inc.",Jason Blessing,2018,5688581
IRBT,iRobot Corp.,Colin Angle,2018,5683314
DFS,Discover Financial Services,Roger Hochschild,2018,5664102
WWE,"World Wrestling Entertainment, Inc.",Vincent McMahon,2018,5658238
PZZA,"Papa John's International, Inc.",Steve Ritchie,2018,5650258
KMT,"Kennametal, Inc.",Christopher Rossi,2018,5644899
CLGX,"CoreLogic, Inc.",Frank Martell,2018,5641654
GWR,"Genesee & Wyoming, Inc.",John Hellmann,2018,5640295
WEX,"WEX, Inc.",Melissa Smith,2018,5630717
MDGL,"Madrigal Pharmaceuticals, Inc.",Paul Friedman,2018,5628666
WEN,The Wendy's Co.,Todd Penegor,2018,5620867
LIVX,"LiveXLive Media, Inc.",Robert Ellin,2018,5616189
LTHM,Livent Corp.,Paul Graves,2018,5608948
BKI,"Black Knight, Inc.",Thomas Sanzone,2018,5607792
SELB,"Selecta Biosciences, Inc.",Carsten Brunn,2018,5605148
BKU,"BankUnited, Inc.",Rajinder Singh,2018,5599377
ECHO,"Echo Global Logistics, Inc.",Douglas Waggoner,2018,5592713
CPE,Callon Petroleum Co.,Joseph Gatto,2018,5577766
BRY,Berry Petroleum Corp.,Arthur Smith,2018,5572525
ERI,"Eldorado Resorts, Inc.",Gary Carano,2018,5567584
ARRY,"Array BioPharma, Inc.",Ron Squarer,2018,5564866
LAMR,Lamar Advertising Co.,Sean Reilly,2018,5559110
HII,"Huntington Ingalls Industries, Inc.",C. Petters,2018,5551979
CASA,"Casa Systems, Inc.",Jerry Guo,2018,5549784
QTRX,Quanterix Corp.,E. Hrusovsky,2018,5547580
EVOP,"EVO Payments, Inc.",James Kelly,2018,5542475
AJRD,"Aerojet Rocketdyne Holdings, Inc.",Eileen Drake,2018,5534650
SERV,"ServiceMaster Global Holdings, Inc.",Nikhil Varty,2018,5526809
KSU,Kansas City Southern,Patrick Ottensmeyer,2018,5523327
KTOS,"Kratos Defense & Security Solutions, Inc.",Eric DeMarco,2018,5514184
GDOT,Green Dot Corp.,Steven Streit,2018,5503655
GPOR,Gulfport Energy Corp.,Michael Moore,2018,5500160
SUP,"Superior Industries International, Inc.",Donald Stebbins,2018,5497408
FIVE,"Five Below, Inc.",Joel Anderson,2019,5492154
CTMX,"CytomX Therapeutics, Inc.",Sean McCarthy,2018,5482233
CCMP,Cabot Microelectronics Corp.,David Li,2018,5481551
MOV,"Movado Group, Inc.",Efraim Grinberg,2019,5480928
MRCY,"Mercury Systems, Inc.",Mark Aslett,2018,5470339
LSTR,"Landstar System, Inc.",James Gattoni,2018,5469699
PUMP,ProPetro Holding Corp.,Dale Redman,2018,5464397
LAD,"Lithia Motors, Inc.",Bryan DeBoer,2018,5464394
YELP,"Yelp, Inc.",Jeremy Stoppelman,2018,5457886
ALEC,"Alector, Inc.",Arnon Rosenthal,2018,5453983
ACXM,"LiveRamp Holdings, Inc.",Scott Howe,2018,5447269
FII,"Federated Investors, Inc.",J. Donahue,2018,5439254
WLL,Whiting Petroleum Corp.,Bradley Holly,2018,5432235
RDUS,"Radius Health, Inc.",Jesper Hoiland,2018,5429512
NGVT,Ingevity Corp.,D. Wilson,2018,5422777
MSGN,"MSG Networks, Inc.",Andrea Greenberg,2018,5419114
KRA,Kraton Corp.,Kevin Fogarty,2018,5418697
KALU,Kaiser Aluminum Corp.,Jack Hockema,2018,5413871
IOSP,"Innospec, Inc.",Patrick Williams,2018,5413268
PJC,Piper Jaffray Cos.,Chad Abraham,2018,5389867
ITGR,Integer Holdings Corp.,Joseph Dziedzic,2018,5383625
ELAN,"Elanco Animal Health, Inc.",Jeffrey Simmons,2018,5379245
WST,"West Pharmaceutical Services, Inc.",Eric Green,2018,5378813
IDA,"IDACORP, Inc.",Darrel Anderson,2018,5376529
NTRA,"Natera, Inc.",Matthew Rabinowitz,2018,5367507
ABCB,Ameris Bancorp,Edwin Hortman,2018,5359655
LPX,Louisiana-Pacific Corp.,William Southern,2018,5357255
PQG,"PQ Group Holdings, Inc.",James Gentilcore,2018,5357248
PTVCB,Protective Insurance Corp.,William Birchfield,2018,5353525
IIVI,"II-VI, Inc.",Vincent Mattera Jr.,2018,5352897
HI,"Hillenbrand, Inc.",Joe Raver,2018,5330496
IVC,Invacare Corp.,Matthew Monaghan,2018,5325390
DISH,DISH Network Corp.,W. Carlson,2018,5320917
EXP,"Eagle Materials, Inc.",David Powers,2018,5318837
CRS,Carpenter Technology Corp.,Tony Thene,2018,5313646
EPC,Edgewell Personal Care Co.,David Hatfield,2018,5312180
GPC,Genuine Parts Co.,Paul Donahue,2018,5300329
BMI,"Badger Meter, Inc.",Richard Meeusen,2018,5297795
SPXC,SPX Corp.,Eugene Lowe III,2018,5294522
IBKC,IBERIABANK Corp.,Daryl Byrd,2018,5287769
SF,Stifel Financial Corp.,Ronald Kruszewski,2018,5287305
GCI,"Gannett Co., Inc.",Robert Dickey,2018,5257224
ASB,Associated Banc-Corp,Philip Flynn,2018,5172842
ICD,"Independence Contract Drilling, Inc.",Byron Dunn,2018,5162828
CDXC,Chromadex Corp.,Robert Fried,2018,5160444
PFGC,Performance Food Group Co.,George Holm,2018,5160286
IRWD,"Ironwood Pharmaceuticals, Inc.",Peter Hecht,2018,5160116
SMG,Scotts Miracle-Gro Co.,James Hagedorn,2018,5156569
PRFT,"Perficient, Inc.",Jeffrey Davis,2018,5154291
LAUR,"Laureate Education, Inc.",Eilif Serck-Hanssen,2018,5147031
TR,"Tootsie Roll Industries, Inc.",Ellen Gordon,2018,5146692
SHO,"Sunstone Hotel Investors, Inc.",John Arabia,2018,5145849
UNIT,"Uniti Group, Inc.",Kenneth Gunderman,2018,5145598
PRI,"Primerica, Inc.",Glenn Williams,2018,5145317
IRTC,"iRhythm Technologies, Inc.",Kevin King,2018,5139072
ANAB,"AnaptysBio, Inc.",Hamza Suria,2018,5122232
UNFI,"United Natural Foods, Inc.",Steven Spinner,2018,5118422
NUVA,"NuVasive, Inc.",J. Barry,2018,5116274
BHE,"Benchmark Electronics, Inc.",Paul Tufano,2018,5113072
EXLS,"ExlService Holdings, Inc.",Rohit Kapoor,2018,5105509
FELE,"Franklin Electric Co., Inc.",Gregg Sengstack,2018,5103276
TILE,"Interface, Inc.",Jay Gould,2018,5101666
DRH,DiamondRock Hospitality Co.,Mark Brugger,2018,5100461
CADE,Cadence Bancorporation,Paul Murphy Jr.,2018,5093572
FN,Fabrinet,Seamus Grady,2018,5091431
DNKN,"Dunkin' Brands Group, Inc.",Nigel Travis,2018,5091017
ALNY,"Alnylam Pharmaceuticals, Inc.",John Maraganore,2018,5089269
AMN,"AMN Healthcare Services, Inc.",Susan Salka,2018,5089032
COWN,"Cowen, Inc.",Jeffrey Solomon,2018,5088857
MTW,"The Manitowoc Co., Inc.",Barry Pennypacker,2018,5086182
MTSI,"MACOM Technology Solutions Holdings, Inc.",John Croteau,2018,5079356
HUBG,"Hub Group, Inc.",David Yeager,2018,5079037
RPM,"RPM International, Inc.",Frank Sullivan,2018,5076910
TTC,The Toro Co.,Richard Olson,2018,5073126
GCO,"Genesco, Inc.",Robert Dennis,2019,5069904
GOGO,"Gogo, Inc.",Oakleigh Thorne,2018,5063313
OKTA,"Okta, Inc.",Todd McKinnon,2019,5057281
KEX,Kirby Corp.,David Grzebinski,2018,5053275
JACK,"Jack in the Box, Inc.",Leonard Comma,2018,5043921
AVGO,Broadcom Inc.,Hock Tan,2018,5042937
POWI,"Power Integrations, Inc.",Balu Balakrishnan,2018,5038728
PE,"Parsley Energy, Inc.",Bryan Sheffield,2018,5037347
RPD,"Rapid7, Inc.",Corey Thomas,2018,5036352
BWA,"BorgWarner, Inc.",Frederic Lissalde,2018,5008443
DCO,"Ducommun, Inc.",Stephen Oswald,2018,5006605
ANIK,"Anika Therapeutics, Inc.",Charles Sherwood,2018,4997178
RHP,"Ryman Hospitality Properties, Inc.",Colin Reed,2018,4992700
WLTW,Willis Towers Watson Plc,John Haley,2018,4991828
ABG,"Asbury Automotive Group, Inc.",David Hult,2018,4983416
AWK,"American Water Works Co., Inc.",Susan Story,2018,4983114
ITRI,"Itron, Inc.",Philip Mezey,2018,4971887
NSIT,"Insight Enterprises, Inc.",Kenneth Lamneck,2018,4968504
AMAG,"AMAG Pharmaceuticals, Inc.",William Heiden,2018,4966215
OPY,"Oppenheimer Holdings, Inc.",Albert Lowenthal,2018,4965640
KN,Knowles Corp.,Jeffrey Niew,2018,4964527
VIAV,"Viavi Solutions, Inc.",Oleg Khaykin,2018,4953900
PCH,PotlatchDeltic Corp.,Michael Covey,2018,4947922
CLH,"Clean Harbors, Inc.",Alan McKim,2018,4946873
ROIC,Retail Opportunity Investments Corp.,Stuart Tanz,2018,4944414
EXTR,"Extreme Networks, Inc.",Edward Meyercord III,2018,4939547
RGNX,"REGENXBIO, Inc.",Kenneth Mills,2018,4938199
TYPE,"Monotype Imaging Holdings, Inc.",Scott Landers,2018,4936753
JRVR,James River Group Holdings Ltd.,Robert Myron,2018,4932900
TECD,Tech Data Corp.,Robert Dutkowsky,2019,4931105
HEAR,Turtle Beach Corp.,Juergen Stark,2018,4928950
BLDR,"Builders FirstSource, Inc.",M. Crow,2018,4921797
CRUS,"Cirrus Logic, Inc.",Jason Rhode,2019,4911321
PEI,Pennsylvania Real Estate Investment Trust,Joseph Coradino,2018,4907051
NNN,"National Retail Properties, Inc.",Julian Whitehurst,2018,4902894
WTFC,Wintrust Financial Corp.,Edward Wehmer,2018,4900431
INT,World Fuel Services Corp.,Michael Kasbar,2018,4893113
NL,"NL Industries, Inc.",Robert Graham,2018,4887000
TGNA,"TEGNA, Inc.",David Lougee,2018,4885360
WLH,"William Lyon Homes, Inc.",Matthew Zaist,2018,4885238
ROCK,"Gibraltar Industries, Inc.",Frank Heard,2018,4884329
INFN,Infinera Corp.,Thomas Fallon,2018,4882910
PB,"Prosperity Bancshares, Inc.",David Zalman,2018,4879348
LFUS,"Littelfuse, Inc.",David Heinzmann,2018,4876690
ROL,"Rollins, Inc.",Gary Rollins,2018,4872075
STAY,"Extended Stay America, Inc.",Jonathan Halkyard,2018,4871336
FLOW,"SPX Flow, Inc.",Marcus Michael,2018,4871048
MRTX,"Mirati Therapeutics, Inc.",Charles Baum,2018,4868079
AMED,"Amedisys, Inc.",Paul Kusserow,2018,4866439
ORLY,"O'Reilly Automotive, Inc.",Gregory Johnson,2018,4866262
RCII,"Rent-A-Center, Inc.",Mitchell Fadel,2018,4862010
JBT,John Bean Technologies Corp.,Thomas Giacomini,2018,4854359
FOE,Ferro Corp.,Peter Thomas,2018,4853673
KWR,Quaker Chemical Corp.,Michael Barry,2018,4848181
RARE,"Ultragenyx Pharmaceutical, Inc.",Emil Kakkis,2018,4845627
AVID,"Avid Technology, Inc.",Jeff Rosica,2018,4841282
CETV,Central European Media Enterprises Ltd.,Michael Nin,2018,4833496
BOKF,BOK Financial Corp.,Steven Bradshaw,2018,4831810
WAL,Western Alliance Bancorporation,Kenneth Vecchione,2018,4830831
HRI,"Herc Holdings, Inc.",Lawrence Silber,2018,4827763
GOLF,Acushnet Holdings Corp.,David Maher,2018,4812122
PRGS,Progress Software Corp.,Yogesh Gupta,2018,4810311
VSM,"Versum Materials, Inc.",Guillermo Novo,2018,4809960
HQY,"HealthEquity, Inc.",Jon Kessler,2019,4808670
MINI,"Mobile Mini, Inc.",Erik Olsson,2018,4807194
HMSY,HMS Holdings Corp.,William Lucia,2018,4805482
OIS,"Oil States International, Inc.",Cynthia Taylor,2018,4796971
HURN,"Huron Consulting Group, Inc.",James Roth,2018,4791261
ASRT,"Assertio Therapeutics, Inc.",Arthur Higgins,2018,4784027
MTX,"Minerals Technologies, Inc.",Douglas Dietrich,2018,4775406
BERY,"Berry Global Group, Inc.",Thomas Salmon,2018,4775393
MTB,M&T Bank Corp.,Rene Jones,2018,4770132
WRI,Weingarten Realty Investors,Andrew Alexander,2018,4758715
EGHT,"8x8, Inc.",Vikram Verma,2018,4758619
GHDX,"Genomic Health, Inc.",Kimberly Popovits,2018,4755472
PNM,"PNM Resources, Inc.",Patricia Collawn,2018,4754536
HSKA,Heska Corp.,Kevin Wilson,2018,4754252
MGTA,"Magenta Therapeutics, Inc.",Jason Gardner,2018,4749458
BL,"BlackLine, Inc.",Therese Tucker,2018,4749060
DVAX,Dynavax Technologies Corp.,Eddie Gray,2018,4748840
ASMB,"Assembly Biosciences, Inc.",Derek Small,2018,4746040
KURA,"Kura Oncology, Inc.",Troy Wilson,2018,4745838
OMER,Omeros Corp.,Gregory Demopulos,2018,4740339
TMST,TimkenSteel Corp.,Ward Timken Jr.,2018,4736020
SURF,"Surface Oncology, Inc.",J. Goater,2018,4735765
AWI,"Armstrong World Industries, Inc.",Victor Grizzle,2018,4730319
MLHR,"Herman Miller, Inc.",Brian Walker,2018,4728041
IMMU,"Immunomedics, Inc.",Michael Pehl,2018,4727306
ENTG,"Entegris, Inc.",Bertrand Loy,2018,4726687
BWXT,"BWX Technologies, Inc.",Rex Geveden,2018,4723426
SPPI,"Spectrum Pharmaceuticals, Inc.",Joseph Turgeon,2018,4722227
REV,"Revlon, Inc.",Debra Perelman,2018,4715857
PES,Pioneer Energy Services Corp.,Wm. Locke,2018,4714911
EVTC,"EVERTEC, Inc.",Morgan Schuessler Jr.,2018,4713242
AAOI,"Applied Optoelectronics, Inc.",Chih-Hsiang Lin,2018,4705496
CNST,"Constellation Pharmaceuticals, Inc.",Jigar Raythatha,2018,4703254
NVT,nVent Electric Plc,Beth Wozniak,2018,4687655
ACCO,ACCO Brands Corp.,Boris Elisman,2018,4682019
SUM,"Summit Materials, Inc.",Thomas Hill,2018,4674005
RVNC,"Revance Therapeutics, Inc.",L. Browne,2018,4666422
MOD,Modine Manufacturing Co.,Thomas Burke,2018,4665838
SJI,"South Jersey Industries, Inc.",Michael Renna,2018,4664594
SBH,"Sally Beauty Holdings, Inc.",Christian Brickman,2018,4662468
ATU,Actuant Corp.,Randal Baker,2018,4656847
PPBI,"Pacific Premier Bancorp, Inc.",Steven Gardner,2018,4655512
WPC,"W.P. Carey, Inc.",Jason Fox,2018,4651442
HNI,HNI Corp.,Stan Askren,2018,4646471
COLL,"Collegium Pharmaceutical, Inc.",Michael Heffernan,2018,4644042
AIT,"Applied Industrial Technologies, Inc.",Neil Schrimsher,2018,4641312
CVA,Covanta Holding Corp.,Stephen Jones,2018,4639255
